artist,name,song,person,sentence,year,highestRank
Gladys Knight And The Pips,Rod,Every Beat Of My Heart,True,Rod Stewart,1961.0,45.0
Glee Cast,Steve,Another One Bites The Dust,True,Steve walks warily down the street,2010.0,79.0
Glee Cast,Beth,Beth,True,Beth,2010.0,72.0
Glee Cast,Angelina,Billionaire,True,I'd probably pull an Angelina and Brad Pitt,2010.0,28.0
Glee Cast,Artie,Billionaire,True,Give Artie a wish list,2010.0,28.0
Glee Cast,Brad,Billionaire,True,I'd probably pull an Angelina and Brad Pitt,2010.0,28.0
Glee Cast,Katrina,Billionaire,True,"Get it, hehe, I'd probably visit where Katrina hit",2010.0,28.0
Glee Cast,Bob,Empire State Of Mind,True,"Labor Day Parade, rest in peace Bob Marley",2010.0,21.0
Glee Cast,Dwayne,Empire State Of Mind,True,"If Jesus payin' Lebron, I'm payin' Dwayne Wade",2010.0,21.0
Glee Cast,Ed,Empire State Of Mind,True,"Me, I got a plug, Special Ed \I Got It Made\""""",2010.0,21.0
Glee Cast,Jesus,Empire State Of Mind,True,"If Jesus payin' Lebron, I'm payin' Dwayne Wade",2010.0,21.0
Glee Cast,Mary,Empire State Of Mind,True,"Hail Mary to the city, you're a virgin",2010.0,21.0
Glee Cast,Ty,Empire State Of Mind,True,"Say whatup to Ty-Ty, still sippin' mai tai's",2010.0,21.0
Glee Cast,Donnie,Good Vibrations,True,Donnie D break it down,2010.0,69.0
Glee Cast,Mark,Good Vibrations,True,Marky Mark and I'm here to move you,2010.0,69.0
Glee Cast,Shay,Ice Ice Baby,True,Shay with a gauge and Vanilla with a nine,2010.0,74.0
Glee Cast,Noah,"It's A Man's, Man's Man's World",True,"Man made the boat for the water, like Noah made the ark",2010.0,95.0
Glee Cast,Jessie,Jessie's Girl,True,Jessie is a friend,2010.0,23.0
Glee Cast,Jesus,One,True,Have you come here to play Jesus,2010.0,60.0
Glee Cast,Jesus,One Of Us,True,In things like heaven and in Jesus,2010.0,37.0
Glee Cast,Virginia,Only The Good Die Young,True,"Come out Virginia, don't let me wait",2010.0,50.0
Glee Cast,Ray,Rehab,True,"I'd rather be at home with Ray, I ain't got seventy days",2009.0,98.0
Glee Cast,Kurt,Rose's Turn,True,Everything's coming up Kurt!,2010.0,93.0
Glee Cast,Rachel,Rose's Turn,True,Miss Rachel Berry?,2010.0,93.0
Glee Cast,Valerie,Valerie,True,"Why won't you come on over Valerie, Valerie?",2010.0,54.0
Glee Cast Featuring Chris Colfer & Amber Riley,Madonna,4 Minutes,True,"Madonna, uh",2010.0,89.0
Glee Cast Featuring Gwyneth Paltrow,Brittany,Landslide,True,"Holly, Santana &amp; Brittany:",2011.0,23.0
Glee Cast Featuring Gwyneth Paltrow,Santana,Landslide,True,"Holly, Santana &amp; Brittany:",2011.0,23.0
Glee Cast Featuring Jonathan Groff,Mia,Bohemian Rhapsody,True,"Mama Mia, let me go",2010.0,84.0
"Glee Cast Featuring Lea Michele, Jonathan Groff, Cory Monteith, Chris Colfer & Amber Riley",Heaven,Like A Prayer,True,Heaven help me.,2010.0,27.0
Glee Cast Featuring Mark Salling,Caroline,Sweet Caroline,True,"Oh, sweet Caroline",2009.0,34.0
Glee Cast Featuring Matthew Morrison,Harry,Bust A Move,True,Your best friend Harry has a brother Larry,2009.0,93.0
Glee Cast Featuring Matthew Morrison,Larry,Bust A Move,True,Your best friend Harry has a brother Larry,2009.0,93.0
Glen Campbell,Jesus,I Knew Jesus (Before He Was A Star),True,I knew Jesus before he was a superstar,1973.0,45.0
Glen Campbell,Betty,I Wanna Live,True,"Betty is short, Jimmy is tall",1968.0,36.0
Glen Campbell,Jimmy,I Wanna Live,True,"Betty is short, Jimmy is tall",1968.0,36.0
Glen Campbell,Jesus,Oh Happy Day,True,When Jesus washed,1970.0,40.0
Glen Campbell,Joy,Southern Nights,True,Joy,1977.0,1.0
Glen Campbell,Susie,Where's The Playground Susie,True,Where's the playground Susie?,1969.0,26.0
Gloria Estefan,Teddy,No Me Dejes De Querer,True,Escutcheon con Teddy Mulet,2000.0,77.0
Golden Earring,Candy,Candy's Going Bad,True,"Candy took the pearls, got ahead of the girls",1974.0,91.0
Golden Earring,Ted,Candy's Going Bad,True,"Candy's going bad, got a pimp named Ted",1974.0,91.0
Golden Earring,Teddy,Candy's Going Bad,True,"Teddy knows the rule, of the underground school",1974.0,91.0
Golden Earring,Brenda Lee,Radar Love,True,Brenda Lee's comin' on strong,1974.0,13.0
Goo Goo Dolls,May,Slide,True,"Oh, May",1998.0,8.0
Goodie Mob Featuring Outkast,Bob,Black Ice (Sky High),True,Then they steady move them ki's like Bob James,1998.0,50.0
Goodie Mob.,Dick,Cell Therapy,True,"Expose themselves to any Tom, Dick, and Hank",1995.0,39.0
Goodie Mob.,Hank,Cell Therapy,True,"Expose themselves to any Tom, Dick, and Hank",1995.0,39.0
Goodie Mob.,Tom,Cell Therapy,True,"Expose themselves to any Tom, Dick, and Hank",1995.0,39.0
Goodie Mob.,Ann,Dirty South,True,Gipp holler at Miss Ann she said they didn't get the trap,1996.0,92.0
Goodie Mob.,Bill,Dirty South,True,Now if dirty Bill Clinton fronted me some weight,1996.0,92.0
Goodie Mob.,Charles,Dirty South,True,"Mack town keeps growing, old school like Charles",1996.0,92.0
Goodie Mob.,Clinton,Dirty South,True,Now if dirty Bill Clinton fronted me some weight,1996.0,92.0
Goodie Mob.,Eric,Dirty South,True,Eric Neat is the coolest from my century,1996.0,92.0
Goodie Mob.,Perry,Dirty South,True,"Perry Homes to Herndon Homes, to all tha Homes",1996.0,92.0
Goodie Mob.,Chris,Soul Food,True,"Fuck Chris Darden, fuck Marcia Clark",1996.0,64.0
Goodie Mob.,Jackie,Soul Food,True,Plus I'm getting pimped by this temp lady Jackie,1996.0,64.0
Goodie Mob.,Marcia,Soul Food,True,"Fuck Chris Darden, fuck Marcia Clark",1996.0,64.0
Goodie Mob.,Mary,Soul Food,True,When I was sick Mary had tha hot soup boiling,1996.0,64.0
Goodie Mob.,Mickey,Soul Food,True,Didn't go together with this quart of Mickey's,1996.0,64.0
Goodie Mob.,Tameka,Soul Food,True,Tameka and Tiffany outside tripping,1996.0,64.0
Goodie Mob.,Tiffany,Soul Food,True,Tameka and Tiffany outside tripping,1996.0,64.0
Gordon Lightfoot,Ann,Carefree Highway,True,Her name was Ann and I'll be damned if I recall her face,1974.0,10.0
Gorillaz,Russ,Clint Eastwood,True,So I'ma stick around with Russ' and be a mentor,2001.0,57.0
Gorillaz,Russel,Clint Eastwood,True,"Through Russel, not his muscles but percussion he provides",2001.0,57.0
Grace Featuring G-Eazy,Gerald,You Don't Own Me,True,But I'm Gerald and I can always have just what I want,2016.0,57.0
Grand Funk,Connie,We're An American Band,True,"Sweet, sweet Connie was doin' her act",1973.0,1.0
Grand Funk,Freddie,We're An American Band,True,Up all night with Freddie King,1973.0,1.0
Grand Funk Railroad,Buddy,Heartbreaker,True,"Buddy, you know she's not really there",1970.0,72.0
Grand Funk Railroad,Sally,Sally,True,"Oh little Sally, you know I love you baby.",1976.0,69.0
Grateful Dead,Billy,Alabama Getaway,True,Majordomo Billy Bojangles,1980.0,68.0
Grateful Dead,Sugar Magnolia,Sugar Magnolia,True,Sugar Magnolia blossom's blooming,1973.0,91.0
Grateful Dead,Dawn,Touch Of Grey,True,Dawn is breaking everywhere,1987.0,9.0
Grateful Dead,Jane,Truckin',True,What in the world ever became of sweet Jane?,1971.0,64.0
Gravediggaz,Buck,Diary Of A Madman,True,"Buck, Buck, Buck, I'll give your ass a Holy Spirit",1994.0,82.0
Gravediggaz,Jacob,Diary Of A Madman,True,Stab you with a dagga of Jacob's Ladder,1994.0,82.0
Great White,Paul,Once Bitten Twice Shy,True,There's blood on my amp and my Les Paul's beat,1989.0,5.0
Green Jelly,Bob,Three Little Pigs,True,"Then one day he was cranking out Bob Marley,",1993.0,17.0
Gretchen Wilson,Bo,Redneck Woman,True,And I know all the words to every Ol' Bo Seafus song,2004.0,22.0
Gretchen Wilson,Charlie,Redneck Woman,True,And I know all the words to every Charlie Daniels song,2004.0,22.0
Gretchen Wilson,Tanya,Redneck Woman,True,And I know all the words to every Tanya Tucker song,2004.0,22.0
Gretchen Wilson,Victoria,Redneck Woman,True,Victoria's Secret,2004.0,22.0
Grouplove,Peter,Tongue Tied,True,Like Peter,2011.0,42.0
Gucci Mane,Wayne,Lemonade,True,Lemon Purple Wayne said them freeze cup,2010.0,53.0
Gucci Mane & Nicki Minaj,Anna Nicole,Make Love,True,Your career gon' be with Anna Nicole,2017.0,78.0
Gucci Mane & Nicki Minaj,Kendrick,Make Love,True,"Bitch I'm the greatest, no Kendrick and no Sia",2017.0,78.0
Gucci Mane & Nicki Minaj,Nicki,Make Love,True,"Go against Nicki, it's gon' cost ya",2017.0,78.0
Gucci Mane Featuring Drake,Drake,Both,True,But Drake said he gon' pull some strings,2017.0,41.0
Gucci Mane Featuring Plies,Britney,Wasted,True,"Geeking like Whitney, geeking like Britney",2009.0,95.0
Gucci Mane Featuring Plies,Jimmy,Wasted,True,Gucci no hippie but it's on like Jimmy,2009.0,95.0
Gucci Mane Featuring Plies,Remy,Wasted,True,But that Remy turned into a whore,2009.0,95.0
Gucci Mane Featuring Plies,Whitney,Wasted,True,"Geeking like Whitney, geeking like Britney",2009.0,95.0
Gucci Mane Featuring Plies Or OJ Da Juiceman,Britney,Wasted,True,"Geeking like Whitney, geeking like Britney",2009.0,36.0
Gucci Mane Featuring Plies Or OJ Da Juiceman,Jimmy,Wasted,True,Gucci no hippie but it's on like Jimmy,2009.0,36.0
Gucci Mane Featuring Plies Or OJ Da Juiceman,Remy,Wasted,True,But that Remy turned into a whore,2009.0,36.0
Gucci Mane Featuring Plies Or OJ Da Juiceman,Whitney,Wasted,True,"Geeking like Whitney, geeking like Britney",2009.0,36.0
Gucci Mane Featuring Usher,Alicia,Spotlight,True,Finer than Alicia,2009.0,42.0
Gucci Mane Featuring Usher,Keri,Spotlight,True,Turn me on like Keri,2009.0,42.0
Gucci Mane Featuring Usher,Mariah,Spotlight,True,Pretty like Mariah,2009.0,42.0
Gucci Mane Featuring Usher,Pamela,Spotlight,True,Sex tape just like Pamela,2009.0,42.0
Gucci Mane Featuring Usher,Trina,Spotlight,True,"Sexy just like Trina, dog",2009.0,42.0
Guns N' Roses,Anastasia,"Sympathy For The Devil (\Interview With The Vampire\"")""",True,Anastasia screamed in vain,,
Guns N' Roses,Jesus,"Sympathy For The Devil (\Interview With The Vampire\"")""",True,And I was 'round when Jesus Christ,,
Guns N' Roses,Kennedy,"Sympathy For The Devil (\Interview With The Vampire\"")""",True,"\Who killed the Kennedy?\""""",,
Gwen Stefani,Mario,Crash,True,"I picture you driving, just like Mario Andretti",2006.0,49.0
Gym Class Heroes,Peter,Clothes Off!!,True,"Peter Pan, I'm a sucka for smucka's jam girl",2007.0,46.0
H-Town,Dino,Knockin Da Boots,True,"GI, Shazam, Dino",1993.0,3.0
H-Town,Luke,Knockin Da Boots,True,Boys kickin' it with my boy Luke,1993.0,3.0
H-Town,Marvin,Knockin Da Boots,True,Listenin' to some Marvin Gaye,1993.0,3.0
Halsey,James,New Americana,True,"Young James Dean, some say he looks just like his father",2015.0,60.0
Hank Snow,Bud,I've Been Everywhere,True,"\Listen Bud I've traveled""",1962.0,68.0
Hank Snow,Mack,I've Been Everywhere,True,"\If you're going to Winnemucca Mack""",1962.0,68.0
Hank Snow,Pete,I've Been Everywhere,True,Pete's sake;,1962.0,68.0
Harry Chapin,Harry,Sequel,True,"And she said, \How are you Harry?""",1980.0,23.0
Harry Chapin,Sue,Sequel,True,Sue,1980.0,23.0
Harry Chapin,Harry,Taxi,True,"And she said, \How are you Harry?\""""",1972.0,24.0
Harry Chapin,Sue,Taxi,True,"I said, \How are you Sue?""",1972.0,24.0
Heart,Annie,Dreamboat Annie,True,"Oh, Annie",1976.0,42.0
Heavy D,Mac,Big Daddy,True,Mac game similar next to gold and flex,1997.0,18.0
Heidi Newfield,Johnny,Johnny & June,True,"I wanna love like Johnny and June,",2008.0,58.0
Heidi Newfield,June,Johnny & June,True,"I wanna love like Johnny and June,",2008.0,58.0
Helen Reddy,Dawn,Delta Dawn,True,Delta Dawn what's that flower you have on?,1973.0,1.0
Helen Reddy,Helen,Keep On Singing,True,Helen Reddy,1974.0,15.0
Helen Reddy,Nancy,The Happy Girls,True,Nancy saw him on the street,1977.0,57.0
Helen Reddy,Sally,The Happy Girls,True,"Sally met him in the war, back in 1944",1977.0,57.0
Helen Reddy,Terry,The Happy Girls,True,Terry's gonna meet him soon,1977.0,57.0
Henry Gross,Shannon,Shannon,True,Shannon is gone,1976.0,6.0
Herb Alpert & The Tijuana Brass,Jose,Tijuana Taxi,True,But that driver man Jose,1965.0,38.0
Herman's Hermits,Peter,Museum,True,Said I looked like Peter Pan,1967.0,39.0
Hillsong UNITED,Jesus,Oceans (Where Feet May Fail),True,"Oh Jesus yeah, my God",2014.0,83.0
him,Heaven,Wings Of A Butterfly,True,Heaven ablaze in our eyes,2006.0,87.0
Hoodie Allen Featuring Ed Sheeran,Adrien,All About It,True,Adrien Broner the way I'm ducking and weaving,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Ashley,All About It,True,So now my fan base is full of Megan's and Ashley's,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Drake,All About It,True,I play guitar no need to worry 'bout my Drake hand,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Jason,All About It,True,"My mate Jason at the bar screaming \Who want what?\""""",2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Larry,All About It,True,Larry David plus Miles Davis,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Megan,All About It,True,So now my fan base is full of Megan's and Ashley's,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Miles,All About It,True,Larry David plus Miles Davis,2015.0,71.0
Hoodie Allen Featuring Ed Sheeran,Paula,All About It,True,I'm tryin' to Paula my patent young,2015.0,71.0
Hooters,Moses,All You Zombies,True,Holy Moses met the Pharaoh,1985.0,58.0
Hooters,Noah,All You Zombies,True,"No one ever spoke to Noah,",1985.0,58.0
Hooters,Johnny,And We Danced,True,"She was hangin' on Johnny , he was holdin' on tight",1985.0,21.0
Hooters,Johnny,Johnny B,True,The Hooters - Johnny be,1987.0,61.0
Hot Boys,Wayne,I Need A Hot Girl,True,Lil' Wayne on fire I'll smash on your boo before a hot girl bang,2000.0,65.0
Hot Chelle Rae Featuring New Boyz,Miley,I Like It Like That,True,I'm just tryin' to chill with Miley at the hookah bar,2011.0,28.0
Hot Chocolate,Emma,Emma,True,Emma was a star in ev'ryone's eyes.,1975.0,8.0
House Of Pain,Arnold,Jump Around,True,"Or better yet a Terminator, like Arnold Schwarzanegger",1992.0,3.0
House Of Pain,Dakota,Jump Around,True,Dakota!,1992.0,3.0
House Of Pain,Joe,Jump Around,True,"Yo, this is dedicated.. to Joe.. DeBerg..",1992.0,3.0
House Of Pain,John,Jump Around,True,I'll serve your ass like John McEnroe,1992.0,3.0
House Of Pain,Calvin,On Point,True,Calvin Klein's no friend of mine,1994.0,85.0
House Of Pain,Joe,On Point,True,Well it ain't Joe the writer,1994.0,85.0
House Of Pain,Steven,On Point,True,So get a grip like Steven Tyler,1994.0,85.0
House Of Pain,Erica,Shamrocks And Shenanigans (Boom Shalock Lock Boom),True,Is it Erica Boyare or Marcia Brady?,1992.0,65.0
House Of Pain,Marcia,Shamrocks And Shenanigans (Boom Shalock Lock Boom),True,Is it Erica Boyare or Marcia Brady?,1992.0,65.0
House Of Pain,Steven,Shamrocks And Shenanigans (Boom Shalock Lock Boom),True,"I kicks the flava, like Steven King writes horror",1992.0,65.0
Humble Pie,Joe,Hot 'N' Nasty,True,"Oh hey Joe, don't forget to shake it",1972.0,52.0
Humble Pie,Mercy,Hot 'N' Nasty,True,Mercy,1972.0,52.0
Hunter Hayes Featuring Jason Mraz,Juliet,Everybody's Got Somebody But Me,True,It's like a casting call for 'Romeo and Juliet',2013.0,77.0
Hunter Hayes Featuring Jason Mraz,Romeo,Everybody's Got Somebody But Me,True,It's like a casting call for 'Romeo and Juliet',2013.0,77.0
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Jay,Memories Back Then,True,Jay 3-0-5 had gave me high five,2013.0,88.0
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Kendrick,Memories Back Then,True,You said I won't ride until Kendrick drive,2013.0,88.0
Ian Hunter,Joe,Just Another Night,True,"Hey now, Papa Joe,",1979.0,68.0
Ice Cube,Joe,It Was A Good Day,True,Seven even back do' little Joe,1993.0,15.0
Ice Cube,Kim,It Was A Good Day,True,I got a beep from Kim and she can fuck all night,1993.0,15.0
Ice Cube,Betsy,Really Doe,True,Got the shit sewed up like Betsy Ross,1993.0,54.0
Ice Cube,Jerome,Really Doe,True,Bust a cap like Jerome on Martin,1993.0,54.0
Ice Cube,Kennedy,Really Doe,True,And they treat me like I just shot a Kennedy,1993.0,54.0
Ice Cube,Martin,Really Doe,True,Bust a cap like Jerome on Martin,1993.0,54.0
Ice Cube,Stacey,Really Doe,True,Don't want to be a felon like Stacey Koon,1993.0,54.0
Ice Cube,Russell,Why We Thugs,True,"The projects, thank god for Russell Simmons",2006.0,92.0
Ice Cube,Darryl,Wicked,True,Doin Darryl Gates but is Willie Williams,1992.0,55.0
Ice Cube,Dave,Wicked,True,We'll have to break his ass up like Super Dave,1992.0,55.0
Ice Cube,James,Wicked,True,And all double-oh-seven James Bond man 'e from de area,1992.0,55.0
Ice Cube,Larry,Wicked,True,"Cause Larry Wilkins just got two million, oh what a feelin",1992.0,55.0
Ice Cube,Malcolm,Wicked,True,I gotta gat and I'm lookin out the window like Malcolm,1992.0,55.0
Ice Cube,Shaquille,Wicked,True,And I'll slam dunk ya like Shaquille O'Neal,1992.0,55.0
Ice Cube,Tyson,Wicked,True,Got me a plan to break Tyson outta prison,1992.0,55.0
Ice Cube,Willie,Wicked,True,Doin Darryl Gates but is Willie Williams,1992.0,55.0
Ice Cube,Wilson,Wicked,True,Who didn't know I was funky as Wilson Pickett,1992.0,55.0
Ice Cube,Dennis,You Know How We Do It,True,"They want to have me in stripes, like Dennis the Menace",1994.0,30.0
Ice Cube,George,You Know How We Do It,True,"I want \The Bomb \"" just like George Clinton""",1994.0,30.0
Ice Cube,Jack,You Know How We Do It,True,"Jack B. Nimble, and Jack B. Quick",1994.0,30.0
Ice Cube Featuring Das EFX,Juan,Check Yo Self,True,"You're gone, used to be the Don Juan",1993.0,20.0
Ice Cube Featuring George Clinton,Dayton,Bop Gun (One Nation),True,Got Dayton's on the mother ship,1994.0,23.0
Ice Cube Featuring Mack 10,Mack,You Can Do It,True,"No time for playa hating, Mack paper chasing",1999.0,35.0
Ice Cube Featuring Mack 10 & Ms. Toi,Mack,You Can Do It,True,"No time for playa hating, Mack paper chasing",1999.0,42.0
Ice Cube Featuring Mr. Short Khop,Ben,Pushin' Weight,True,"After Ben Frankeys, with the big skullen eyes",1998.0,32.0
Ice Cube Featuring Mr. Short Khop,Lincoln,Pushin' Weight,True,Lincoln help me navigate,1998.0,32.0
Ideal Featuring Lil' Mo,Don,Whatever,True,"Cristal, Moet, Don P tonight, oh",2000.0,64.0
Ideal Featuring Lil' Mo,Kay,Whatever,True,Y2 Kay Gee and R.L. collabo,2000.0,64.0
Idina Menzel,Heaven,Let It Go,True,Heaven knows,2013.0,5.0
Iggy Azalea,Hans,Team,True,"You gotta set the score right, call it Hans Zimmer",2016.0,42.0
Iggy Azalea,Kylie,Team,True,"Watch a new Kardash', call me Kylie",2016.0,42.0
Iggy Azalea Featuring M0,James,Beg For It,True,"All yellow gold on me, like I'm Trinidad, James",2014.0,27.0
Iggy Azalea Featuring M0,Trinidad,Beg For It,True,"All yellow gold on me, like I'm Trinidad, James",2014.0,27.0
Iggy Azalea Featuring Rita Ora,Jesus,Black Widow,True,Praise Jesus hallelujah,2014.0,3.0
Illegal,Erick,We Getz Busy,True,"With Erick Sermon, takin' over in the 90's,",1993.0,95.0
Illegal,Jermaine,We Getz Busy,True,"Can't rate ya, who rhymes, sellin' Jermaine's life stories",1993.0,95.0
Illegal,Kris,We Getz Busy,True,"Malik'll play the lawnmower, and Kris'll play the grass",1993.0,95.0
Illegal,Malik,We Getz Busy,True,"Malik'll play the lawnmower, and Kris'll play the grass",1993.0,95.0
Illegal,Sam,We Getz Busy,True,"To Uncle Sam I say, \Scram!\""""",1993.0,95.0
iLoveMemphis,Michael,Lean & Dabb,True,"Feelin' like Michael Jackson, loafers and a jacket",2016.0,98.0
Imani Coppola,Bill,Legend Of A Cowgirl,True,"Bill, couldn't hang for long",1997.0,36.0
Incubus,Anna Molly,Anna-Molly,True,"Anna Molly, Anna Molly, Anna Molly",2006.0,66.0
Incubus,Elvis,Megalomaniac,True,"Yeah, you're no fucking Elvis",2004.0,55.0
Incubus,Jesus,Megalomaniac,True,You're no Jesus,2004.0,55.0
India.Arie,Bob,I Am Not My Hair,True,Or get in on lock like Bob Marley,2006.0,97.0
India.Arie,India,I Am Not My Hair,True,"Yes, India, I feel ya, girl",2006.0,97.0
India.Arie,Donny,Little Things,True,"Give me some Stevie, give me some Donny",2002.0,89.0
India.Arie,Stevie,Little Things,True,"Give me some Stevie, give me some Donny",2002.0,89.0
Ini Kamoze,Bo,"Here Comes The Hotstepper (From \Ready To Wear\"")""",True,I know what Bo don't know,,
Ini Kamoze,Rico,"Here Comes The Hotstepper (From \Ready To Wear\"")""",True,"Act like you know, Rico",,
Inner Circle,John,"Bad Boys (Theme From \Cops\"")""",True,When sheriff John,,
INXS,Nicky,Beautiful Girl,True,Nicky's in the corner,1993.0,46.0
Isaac Hayes,Ike,I Stand Accused,True,Ike is guilty,1970.0,42.0
Iyaz,Belle,Pretty Girls,True,"I heard, to get a Down South Belle,",2011.0,94.0
J. Cole,Cole,4 Your Eyez Only,True,Lil Zach and Cole World barely one years old,2016.0,29.0
J. Cole,Jermaine,4 Your Eyez Only,True,"He said \Jermaine I knew you since we was children I never asked for nothing""",2016.0,29.0
J. Cole,Nina,4 Your Eyez Only,True,"I told her Nina, the prettiest name that I could think of",2016.0,29.0
J. Cole,Cole,Apparently,True,Cole is your phone on zero percent,2015.0,58.0
J. Cole,James,Change,True,"Cause that was my nigga James that was slain, he was 22",2016.0,21.0
J. Cole,Jesus,Change,True,Jesus piece frozen from sinnin',2016.0,21.0
J. Cole,Cole,Everybody Dies,True,Cause Cole the definition of a weapon that can end it,2016.0,57.0
J. Cole,Muhammad,Everybody Dies,True,"Back in Muhammad crib, nigga, top floor",2016.0,57.0
J. Cole,Heaven,Foldin Clothes,True,"Then I should do it, cause Heaven only knows",2016.0,30.0
J. Cole,Aaliyah,No Role Modelz,True,My only regret could never take Aaliyah home,2014.0,36.0
J. Cole,Jada,No Role Modelz,True,That Jada and that Will love,2014.0,36.0
J. Cole,Lisa,No Role Modelz,True,My only regret was too young for Lisa Bonet,2014.0,36.0
J. Cole,Martin Luther,No Role Modelz,True,Martin Luther King would have been on Dreamville,2014.0,36.0
J. Cole,Nia,No Role Modelz,True,My only regret was too young for Nia Long,2014.0,36.0
J. Cole,Phil,No Role Modelz,True,First things first rest in peace Uncle Phil,2014.0,36.0
J. Cole,Sade,No Role Modelz,True,My only regret was too young for Sade Adu,2014.0,36.0
J. Cole,Trina,No Role Modelz,True,"By the baddest bitch, not Trina, but I swear to God",2014.0,36.0
J. Cole,Will,No Role Modelz,True,That Jada and that Will love,2014.0,36.0
J. Cole,Cole,Wet Dreamz,True,Cole,2014.0,61.0
J. Cole,Cole,Who Dat,True,Cole World,2010.0,93.0
J. Cole,Floyd,Who Dat,True,Floyd shit,2010.0,93.0
J. Cole,Will,Who Dat,True,"I'm fresh prince, I'm Will Smith to the hood",2010.0,93.0
J. Cole,Cole,Work Out,True,"Cole World, real Cole World",2011.0,13.0
J. Cole,Martin,Work Out,True,"On my Martin shit, \You go girl!\""""",2011.0,13.0
J. Cole Featuring Amber Coffman & The Cults,Aaliyah,She Knows,True,Rest in peace to Aaliyah,2014.0,90.0
J. Cole Featuring Amber Coffman & The Cults,Martin Luther,She Knows,True,This is Martin Luther King in the club,2014.0,90.0
J. Cole Featuring Amber Coffman & The Cults,Michael,She Knows,True,"Michael Jackson, I'll see ya",2014.0,90.0
J. Cole Featuring Miguel,Mohammed,Power Trip,True,Even back then when I was up there in Mohammed crib,2013.0,19.0
J. Cole Featuring Miguel,Pete,Power Trip,True,"For Pete's sake, homie pull it together",2013.0,19.0
J. Cole Featuring Missy Elliott,Cole,Nobody's Perfect,True,Hey Cole heatin' up like that left-over lasagna,2012.0,61.0
J. Cole Featuring Missy Elliott,Steve,Nobody's Perfect,True,Fuck I'm doin' in parties with Hova and Steve Stoute,2012.0,61.0
J. Cole Featuring TLC,Adele,Crooked Smile,True,"I asked if my skin pale, would I then sell like Eminem or Adele?",2013.0,27.0
J. Cole Featuring Trey Songz,Cole,Can't Get Enough,True,"Cole World, South side",2011.0,52.0
J. Cole Featuring Trey Songz,London,Can't Get Enough,True,Cole hotter even way out in London town,2011.0,52.0
J. Cole Featuring Trey Songz,Wesley,Can't Get Enough,True,Make Wesley pay his taxes,2011.0,52.0
J. Holiday,Victoria,Bed,True,"Girl, change into that Victoria Secret thing that I like",2007.0,5.0
Ja Rule,Bobby,Clap Back,True,"The Inc roll like deuce man, I'm ol' G Bobby J",2003.0,44.0
Ja Rule Featuring Ashanti,Jordan,Mesmerize,True,Cause in the bed a nigga go hard like Jordan,2002.0,2.0
Ja Rule Featuring Case,Teddy,Livin' It Up,True,"Teddy P let's \Turn Off the Lights\""""",2001.0,6.0
Ja Rule Featuring Lil' Mo & Vita,Jacob,Put It On Me,True,See Jacob and frost your wrist up,2001.0,8.0
Ja Rule Featuring Lil' Mo And Vita,Jacob,Put It On Me,True,See Jacob and frost your wrist up,2000.0,52.0
Ja Rule Featuring R. Kelly & Ashanti,Jeffrey,Wonderful,True,But I keep her and Irv and Jeffrey quite icy,2004.0,5.0
Ja Rule Featuring R. Kelly & Ashanti,Kelly,Wonderful,True,Crimes cars cribs ain't that right Kelly?,2004.0,5.0
Jack Scott,Johnny,Goodbye Baby,True,Johnny's going away,1958.0,8.0
Jackie Wilson,Juliet,That's Why (I Love You So),True,If Shakespeare thought that Juliet,1959.0,13.0
Jackie Wilson,Romeo,That's Why (I Love You So),True,Really loved Romeo from the time they met,1959.0,13.0
Jackson 5,Jackson,Hallelujah Day,True,"Sing along with The Jackson Five, yeah",1973.0,28.0
Jackson 5,Mary Jane,Sugar Daddy,True,"Mary Jane said I'm just your lollipop, sucker",1971.0,10.0
Jackson Browne,Bobby,For A Rocker,True,Russell and Bobby setting up the drums,1984.0,45.0
Jackson Browne,Danny,For A Rocker,True,"Here comes Ricky, Danny, and Doerge",1984.0,45.0
Jackson Browne,Jenny,For A Rocker,True,"Hey Jenny, tell Peggy Sue",1984.0,45.0
Jackson Browne,Pete,For A Rocker,True,They got Pete's number and they're looking at me,1984.0,45.0
Jackson Browne,Ricky,For A Rocker,True,"Here comes Ricky, Danny, and Doerge",1984.0,45.0
Jackson Browne,Russell,For A Rocker,True,Russell and Bobby setting up the drums,1984.0,45.0
Jackson Browne,Peggy Sue,For A Rocker,True,"Hey Jenny, tell Peggy Sue",1984.0,45.0
Jackson Browne,Jesus,Lawyers In Love,True,Waiting for World War III while Jesus slaves,1983.0,13.0
Jackson Browne,Jesus,Rock Me On The Water,True,Like Jesus in the sky,1972.0,48.0
Jadakiss Featuring Nate Dogg,Jason,Time's Up!,True,Y'all ain't fucking with Jason,2004.0,70.0
Jagged Edge Featuring Da Brat & JD,Jay,The Way That You Talk,True,"So So Def, next to Jay D",1997.0,65.0
