artist,name,song,person,sentence,year,highestRank
Jake Owen,Chris,American Country Love Song,True,"Well it's \Chris loves Jenny\"" on a license plate""",2016.0,55.0
Jake Owen,Jenny,American Country Love Song,True,"Well it's \Chris loves Jenny\"" on a license plate""",2016.0,55.0
Jake Owen,Frankie,Barefoot Blue Jean Night,True,My buddy Frankie had his dad hook him up good,2011.0,21.0
James Blunt,Billie Jean,Stay The Night,True,We've been singing Billie Jean,2011.0,94.0
James Brown,Bobby,"Get Up, Get Into It, Get Involved (Pt. 1)",True,"Play it one more time, Bobby",1971.0,34.0
James Brown,Jimmy,Goodbye My Love,True,"Oh, oh take it down Jimmy",1968.0,31.0
James Brown,James,King Heroin,True,This is James Brown,1972.0,40.0
James Brown,Eddie,Living In America,True,Eddie Murphy eat your heart out,1985.0,4.0
James Brown,Bobby,Make It Funky (Part 1),True,"Bobby, I don't know but what's it ever I play",1971.0,22.0
James Brown,Bobby,Sex Machine (Part I),True,Bobby!,1975.0,61.0
James Brown,Marty,Soul Power (Pt. 1),True,"Hey, you're ready Marty, brother",1971.0,29.0
James Brown And The Famous Flames,Bobby,Don't Be A Drop-Out,True,"Look here, tell me, Bobby tell me one more time",1966.0,50.0
James Brown And The Famous Flames,Tim,I Can't Stand Myself (When You Touch Me),True,Tim,1967.0,28.0
James Brown And The Famous Flames,Noah,It's A Man's Man's Man's World,True,"Man made the boat for the water, like Noah made the ark",1966.0,8.0
James Darren,Mary,Mary's Little Lamb,True,Then along came Mary and look at me today,1962.0,39.0
James Taylor,Karin,Carolina In My Mind,True,"Karin, she's a silver sun",1970.0,67.0
James Taylor,Jesus,Country Road,True,Sail on home to Jesus won't you good girls and boys,1971.0,37.0
James Taylor,Susanne,Fire And Rain,True,Susanne the plans they made put an end to you,1970.0,3.0
James Taylor,Jane,Mexico,True,"Lose your load, leave your mind behind Baby Jane",1975.0,49.0
Jamey Johnson,Joe,In Color,True,That's me and uncle Joe just tryin' to survive,2008.0,52.0
Jamey Johnson,Johnny,In Color,True,That was my tail gunner ole Johnny Magee,2008.0,52.0
"Jamie Foxx Featuring Drake, Kanye West & The-Dream",Amy,Digital Girl,True,"And I remember Amy, she used to AIM me",2009.0,92.0
"Jamie Foxx Featuring Drake, Kanye West & The-Dream",Donna,Digital Girl,True,Donna Karan underwear,2009.0,92.0
"Jamie Foxx Featuring Drake, Kanye West & The-Dream",Kim,Digital Girl,True,"Or Kim Kardashian, be a lady at, it",2009.0,92.0
"Jamie Foxx Featuring Drake, Kanye West & The-Dream",Stacy,Digital Girl,True,"Cause I remember Stacy, she prolly hate me",2009.0,92.0
Jamie Foxx Featuring Justin Timberlake & T .I.,Jamie,Winner,True,"Hey Jamie, J-T",2010.0,28.0
Jamie Foxx Featuring Justin Timberlake & T .I.,Jordan,Winner,True,Feelin' like Jordan,2010.0,28.0
Jamie Foxx Featuring Justin Timberlake & T .I.,King,Winner,True,"Been in the lead, say you seen King follow whom?",2010.0,28.0
Jamie O'Neal,Elvis,Trying To Find Atlantis,True,There was Elvis not the real one,2005.0,86.0
Jamie O'Neal,Noah,Trying To Find Atlantis,True,Just another shot in the dark like Eldorado or Noah's ark,2005.0,86.0
Janelle Monae & Jidenna,Brittany,Yoga,True,"Me and Brittany, we've been down in Atlanta",2015.0,79.0
Janelle Monae & Jidenna,Diana,Yoga,True,"Sweating in the club, call me Dirty Diana",2015.0,79.0
Janet Jackson,Janet,Nasty,True,It's Janet,1986.0,3.0
Janis Joplin,Bobby,Me And Bobby McGee,True,"Bobby thumbed a diesel down, just before it rained",1971.0,1.0
Jason Aldean,Joe,1994,True,"1994, Joe Diffie comin' out my radio",2013.0,52.0
Jason Aldean,John,1994,True,That your new favorite color is John Deere green,2013.0,52.0
Jason Aldean,Hank,Crazy Town,True,"Bend those strings till the Hank comes out,",2010.0,51.0
Jason Aldean,George,Dirt Road Anthem,True,"Laid back swervin' like I'm George Jones,",2011.0,9.0
Jason Aldean,Jack,Dirt Road Anthem,True,Jack and Jim were a few good men,2011.0,9.0
Jason Aldean,Jim,Dirt Road Anthem,True,Jack and Jim were a few good men,2011.0,9.0
Jason Aldean,Jimmy,Hicktown,True,Little Jimmy Jackson is jackin' up his Bronco,2005.0,68.0
Jason Aldean,Laura,Hicktown,True,And his woman's' smokin' Pall Mall's watchin' Laura Ingles,2005.0,68.0
Jason Aldean,Elvis,Johnny Cash,True,What do you say we go get married by a preacher man who looks like Elvis?,2007.0,68.0
Jason Aldean,Johnny,Johnny Cash,True,Blastin' out to Johnny Cash,2007.0,68.0
Jason Aldean,Juliet,My Kinda Party,True,"You could be my tan-legged Juliet,",2010.0,39.0
Jason Aldean,Romeo,My Kinda Party,True,I'll be your Redneck Romeo.,2010.0,39.0
Jason Aldean,Allie,Tattoos On This Town,True,"\Allie will you marry me?\""""",2011.0,38.0
Jason Derulo,Cheyenne,Cheyenne,True,"Cheyenne, got the table set for two",2015.0,66.0
Jason Derulo,Jason,Don't Wanna Go Home,True,Jason Derulo!,2011.0,14.0
Jason Derulo,Ricky,Get Ugly,True,"Ay, Ricky",2016.0,52.0
Jason Derulo,Jason,In My Head,True,Jason Derulo,2009.0,5.0
Jason Derulo,Katy,Trumpets,True,Remind me of a Katy Perry song?,2014.0,14.0
Jason Michael Carroll,Alyssa,Alyssa Lies,True,"And she said to me, \Daddy Alyssa lies.\""""",2007.0,64.0
Jason Michael Carroll,Jesus,Alyssa Lies,True,Alyssa lies with Jesus,2007.0,64.0
Jason Michael Carroll,Grace,Where I'm From,True,And Amazing Grace is what we sing,2009.0,64.0
Jay-Z,Jake,99 Problems,True,Now I ain't trying to see no highway chase with Jake,2004.0,30.0
Jay-Z,Jay,99 Problems,True,Or understand the intelligence that Jay-Z has,2004.0,30.0
Jay-Z,Rick,99 Problems,True,"You're crazy for this one, Rick, it's your boy",2004.0,30.0
Jay-Z,Bailey,Blue Magic,True,I'm Ringling brothers Barnum and Bailey with the pies,2007.0,55.0
Jay-Z,Oliver,Blue Magic,True,Blame Oliver North and Iran-Contra,2007.0,55.0
Jay-Z,Reagan,Blue Magic,True,Blame Reagan for making me into a monster,2007.0,55.0
Jay-Z,Jay,Can't Knock The Hustle,True,"Bounce, bounce, bounce, Jay-Z huh?",1996.0,73.0
Jay-Z,Juan,Can't Knock The Hustle,True,"The Don Juan DeMarco, swear to God, don't get it fucked up",1996.0,73.0
Jay-Z,Willie,Can't Knock The Hustle,True,Chilly with enough bail money to free a Big Willie,1996.0,73.0
Jay-Z,Jack,Change Clothes,True,I ain't a New Jack nobody goin' Wesley Snipe me,2003.0,10.0
Jay-Z,Vera,Change Clothes,True,Whose up on Dot Dot Dot and Vera Wang,2003.0,10.0
Jay-Z,Wesley,Change Clothes,True,I ain't a New Jack nobody goin' Wesley Snipe me,2003.0,10.0
Jay-Z,Annie,Dirt Off Your Shoulder,True,"The O's to opposite, Orphan Annie",2004.0,5.0
Jay-Z,Jay,Dirt Off Your Shoulder,True,"You gotta pardon Jay, for sellin' out the Garden in a day",2004.0,5.0
Jay-Z,Marvin,Dirt Off Your Shoulder,True,I'm like a young Marvin in his hey',2004.0,5.0
Jay-Z,Tim,Dirt Off Your Shoulder,True,"Tim, you can go and brush your shoulder off nigga",2004.0,5.0
Jay-Z,Jay,Excuse Me Miss,True,"Cause I see some ladies tonight that should be hanging wit' Jay-Z, Jay-Z",2003.0,8.0
Jay-Z,Shawn,Excuse Me Miss,True,She gets a glimpse of Shawn and she likes that,2003.0,8.0
Jay-Z,Jay,Feelin' It,True,What y'all ain't heard that nigga Jay hot?,1997.0,79.0
Jay-Z,Jay,Feelin It,True,What y'all ain't heard that nigga Jay hot?,1997.0,98.0
Jay-Z,Jacob,Girls Best Friend,True,I took ya outta Jacob's in clusters,1999.0,52.0
Jay-Z,Bo,"Girls, Girls, Girls",True,"She thinks she's Bo Derek, wear her hair in a twist",2001.0,17.0
Jay-Z,Cherie,"Girls, Girls, Girls",True,"Cherie amour, to a belle",2001.0,17.0
Jay-Z,Eddie,"Girls, Girls, Girls",True,I got this African chick with Eddie Murphy on her skull,2001.0,17.0
Jay-Z,Shawn,Hard Knock Life (Ghetto Anthem),True,The life and times of Shawn Carter,1998.0,15.0
Jay-Z,Chloe,I Just Wanna Love U (Give It 2 Me),True,"What do you say, me, you, and your Chloe glasses",2000.0,11.0
Jay-Z,Rocky,Izzo (H.O.V.A.),True,"But somehow, I beat them charges like Rocky",2001.0,8.0
Jay-Z,Bruce,Kingdom Come,True,The Bruce Wayne of the game have no fear,2006.0,98.0
Jay-Z,Clark,Kingdom Come,True,Clark,2006.0,98.0
Jay-Z,Peter,Kingdom Come,True,"Peter Parker, Spider-Man, all I do is climb the charts",2006.0,98.0
Jay-Z,Giuseppe,Roc Boys (And The Winner Is)...,True,"Like every color Giuseppe's, your guilty pleasure is me",2007.0,63.0
Jay-Z,James,Show Me What You Got,True,"Jordan or James, makes no difference, boo",2006.0,8.0
Jay-Z,Jordan,Show Me What You Got,True,"Jordan or James, makes no difference, boo",2006.0,8.0
Jay-Z,Justin,Show Me What You Got,True,Justin Blaze you the Blazettes,2006.0,8.0
Jay-Z,Mike,Show Me What You Got,True,"I'm ballin' the same, nigga, I am the Mike Jordan of recording",2006.0,8.0
Jay-Z Featuring Beanie Sigel,Jay,Do It Again (Put Ya Hands Up),True,"Jay-Z's that deal, with seeds in a field",2000.0,65.0
Jay-Z Featuring Beanie Sigel,Kane,Do It Again (Put Ya Hands Up),True,I seen the same shit happen to Kane,2000.0,65.0
Jay-Z Featuring Beanie Sigel,Mac,Do It Again (Put Ya Hands Up),True,You know how Mac come through on the club tip,2000.0,65.0
Jay-Z Featuring Big Jaz,Jay,Jigga What...,True,"Side to side, til you say Jay-Z you're too much for me",1999.0,84.0
Jay-Z Featuring Chrisette Michele,Ben,Lost One,True,So we parted ways like Ben and J-Lo,2006.0,58.0
Jay-Z Featuring Chrisette Michele,Sam,Lost One,True,Too much Sam Rothstein,2006.0,58.0
Jay-Z Featuring Memphis Bleek,Jay,Hey Papi,True,Cause they knew sooner or later hun was gettin' with Jay,2000.0,76.0
Jay-Z Featuring Memphis Bleek,Marcy,Hey Papi,True,And I'm from Marcy you catch me on anybody's block,2000.0,76.0
Jay-Z Featuring R. Kelly,Kelly,Guilty Until Proven Innocent,True,"Jigga, Kelly, not guilty",2001.0,82.0
"Jay-Z, Bono, The Edge & Rihanna",Colleen,Stranded (Haiti Mon Amour),True,"Colleen lost her uncle's again, buried with no caskets",2010.0,16.0
"Jay-Z, Rihanna & Kanye West",Eric,Run This Town,True,"Please follow the leader, So Eric B. we are",2009.0,2.0
"Jay-Z, Rihanna & Kanye West",Joe,Run This Town,True,It's crazy how you can go from being Joe,2009.0,2.0
"Jay-Z, Rihanna & Kanye West",Martin,Run This Town,True,"Martin Margiela,",2009.0,2.0
Jay Sean Featuring Lil Wayne,Jay Sean,Hit The Lights,True,And I'm with Jay Sean,2011.0,18.0
Jay Sean Featuring Nicki Minaj,Edison,2012 (It Ain't The End),True,So we'll just get it with no Edison,2010.0,31.0
Jay Sean Featuring Nicki Minaj,Jay,2012 (It Ain't The End),True,Jay,2010.0,31.0
Jay Sean Featuring Nicki Minaj,Nicki,2012 (It Ain't The End),True,Nicki Minaj,2010.0,31.0
Jay Sean Featuring Nicki Minaj,Sean,2012 (It Ain't The End),True,Sean,2010.0,31.0
Jay Sean Featuring Pitbull,Tia,I'm All Yours,True,Tia's a G and my sister's a rider,2012.0,85.0
Jay Sean Featuring Sean Paul & Lil Jon,Jay,Do You Remember,True,Jay,2009.0,10.0
Jay Sean Featuring Sean Paul & Lil Jon,Jon,Do You Remember,True,Lil' Jon,2009.0,10.0
Jay Sean Featuring Sean Paul & Lil Jon,Sean Paul,Do You Remember,True,"Sean Paul, yeah!",2009.0,10.0
Jay Sean Featuring Sean Paul & Lil Jon,Sean,Do You Remember,True,Sean,2009.0,10.0
Jay Z Featuring Frank Ocean,Christopher,Oceans,True,Only Christopher we acknowledge is Wallace,2013.0,83.0
Jay Z Featuring Frank Ocean,Jesus,Oceans,True,"Silk and fleeces, lay on my Jesus",2013.0,83.0
Jay Z Featuring Frank Ocean,Muhammad,Oceans,True,Muhammad,2013.0,83.0
Jay Z Featuring Frank Ocean,Pablo,Oceans,True,Me and Ty Ty is like Pablo and Popeye,2013.0,83.0
Jay Z Featuring Frank Ocean,Ty,Oceans,True,Me and Ty Ty is like Pablo and Popeye,2013.0,83.0
Jay Z Featuring Frank Ocean,Wallace,Oceans,True,Only Christopher we acknowledge is Wallace,2013.0,83.0
Jeannie C. Riley,Bobby,Harper Valley P.T.A.,True,"Well, there's Bobby Taylor sittin' there, and seven tims he's asked me for a date.",1968.0,1.0
Jeannie C. Riley,Johnson,Harper Valley P.T.A.,True,"Johnson, you're wearing your dresses way too high.",1968.0,1.0
Jeannie C. Riley,Kelly,Harper Valley P.T.A.,True,Well Mr. Harper couldn't be here cause he stayed too long at Kelly's Bar again.,1968.0,1.0
Jeannie C. Riley,Shirley,Harper Valley P.T.A.,True,And if you smell Shirley Thompson's breath you'll find she's had a little nip of gin.,1968.0,1.0
Jeezy Featuring Jay Z,Emory,Seen It All,True,Me and Emory Jones in the caravan,2014.0,85.0
Jeezy Featuring Jay Z,Lorenzo,Seen It All,True,Then I whipped the Benzo on Lorenzo,2014.0,85.0
Jefferson Airplane,Alice,White Rabbit,True,"Go ask Alice, when she's ten feet tall",1967.0,8.0
Jefferson Starship,Albert,Girl With The Hungry Eyes,True,Albert says I can't -- but I can,1980.0,55.0
Jefferson Starship,Jane,Jane,True,"Jane, you say it's all over",1979.0,14.0
Jefferson Starship,Janie,Jane,True,"Janie, Janie, Janie, Janie, Janie",1979.0,14.0
Jefferson Starship,Ulysses,St. Charles,True,Ulysses in the water storm,1976.0,64.0
Jennifer Hudson Featuring The Roots,Mary,Let It Be,True,Mother Mary comes to me,2010.0,98.0
Jennifer Lopez Featuring Big Pun,Jenny,Feelin So Good,True,"Make you bite your lips, Jenny you know you like unless",2000.0,51.0
Jennifer Lopez Featuring Big Pun,Joe,Feelin So Good,True,Joe you the don,2000.0,51.0
Jennifer Lopez Featuring Fat Joe,Jody,Hold You Down,True,"Yo, 2005, Rakim and Jody Watley",2005.0,64.0
Jennifer Lopez Featuring Fat Joe,Joey,Hold You Down,True,"When we were young, now you're Joey crack and all",2005.0,64.0
Jennifer Lopez Featuring French Montana,Miley,I Luh Ya Papi,True,"You can drop it how you want, I ain't trying to call Miley",2014.0,77.0
Jennifer Lopez Featuring French Montana,Omar,I Luh Ya Papi,True,"Oh my, I'm a don like Omar",2014.0,77.0
Jennifer Lopez Featuring Jadakiss & Styles,Jenny,Jenny From The Block,True,"I'm still, I'm still Jenny from the block",2002.0,3.0
Jennifer Lopez Featuring Pitbull,Jennifer,Live It Up,True,"Con el muslito de Jennifer,",2013.0,60.0
Jennifer Lopez Featuring Pitbull,Jenny,Live It Up,True,"Hi Jenny, mira que esta loco,",2013.0,60.0
Jennifer Lopez Featuring Pitbull,Keith,On The Floor,True,My name ain't Keith but I see why you sweat me,2011.0,3.0
Jeremih,Paul,Imma Star (Everywhere We Are),True,N ride me all night life you kin to Paul Revere,2009.0,51.0
Jeremih,Roger,Imma Star (Everywhere We Are),True,"Don,t need Roger Ebert or the paparazzi",2009.0,51.0
Jeremih Featuring 50 Cent,Heaven,Down On Me,True,Heaven when I'm in it in it,2010.0,4.0
Jeremih Featuring J. Cole,Cole,Planes,True,"Compared to Cole, boy, you're softer than a sofa",2015.0,44.0
Jermaine Dupri & Ludacris,Frank,Welcome To Atlanta,True,"Friday, shark bar kyack with Frank Skeem, right on the floor is where you can",2001.0,35.0
Jermaine Dupri & Ludacris,Johnny,Welcome To Atlanta,True,"Ludacris, Johnny Rockets when i shoot the cannon",2001.0,35.0
Jermaine Stewart,Jody,Jody,True,Jody,1986.0,42.0
Jerry Butler,Susie,Got To See If I Can't Get Mommy (To Come Back Home),True,"Little Susie, now here's your chance",1970.0,62.0
Jerry Butler,Jerry,Never Give You Up,True,You tell him that Jerry said he'll never let you go,1968.0,20.0
Jerry Lee Lewis,Bobby,Me And Bobby McGee,True,Bobby thumbed a diesel down,1971.0,40.0
Jerry Lee Lewis,Buddy,Me And Bobby McGee,True,"Buddy, that was good enough for me",1971.0,40.0
Jerry Lee Lewis,Jerry,Turn On Your Love Light,True,Come on baby baby please turn on your lights and let it shine on Jerry Lee woo,1972.0,95.0
Jerry Reed,Amos,Amos Moses,True,Yeah here comes Amos,1970.0,8.0
Jerry Reed,Hannah,Amos Moses,True,Lived a man called Dr. Mills South and his pretty wife Hannah,1970.0,8.0
Jerry Reed,Albert,The Crude Oil Blues,True,"And remember what Albert Einstein said \That coolin' is conducive to cuddlin'\""""",1974.0,91.0
Jerry Reed,Homer,"When You're Hot, You're Hot",True,Well me and Homer Jones and Big John Talley,1971.0,9.0
Jerry Reed,Jerry,"When You're Hot, You're Hot",True,\Ninety days Jerry,1971.0,9.0
Jerry Reed,John,"When You're Hot, You're Hot",True,Well me and Homer Jones and Big John Talley,1971.0,9.0
Jeru The Damaja,Fidel,Come Clean,True,Control the mic like Fidel Castro locked Cuba,1994.0,88.0
Jeru The Damaja,Mac,Come Clean,True,I'm the mack so I don't need to tote a Mac,1994.0,88.0
Jeru The Damaja,Michael,Come Clean,True,"Pseudo psychos, I play like Michael Jackson",1994.0,88.0
Jeru The Damaja,Sam,Come Clean,True,Cause I've perfected my drunken style like Sam Seed,1994.0,88.0
Jesse Jaymes,Earl,Shake It (Like A White Girl),True,I did a stutter step like Earl the Pearl,1991.0,74.0
Jesse Jaymes,Jess,Shake It (Like A White Girl),True,"She said oh yes, swing me to death, wont get on da floor and rock me Jess!",1991.0,74.0
Jesse Jaymes,Rita,Shake It (Like A White Girl),True,"Her name was Rita, a fly cheerleader",1991.0,74.0
Jesse Johnson,Kim,Love Struck,True,Yo Kim check out this,1988.0,78.0
Jesse Johnson,Susan,Love Struck,True,Susan turn the guitar up a bit,1988.0,78.0
Jesse Winchester,Jesse,Nothing But A Breeze,True,"Jesse, I wish you would take mewhere the grass is greener",1977.0,86.0
Jessi Colter,Julie,I'm Not Lisa,True,"I'm not Lisa, my name is Julie",1975.0,4.0
Jessi Colter,Lisa,I'm Not Lisa,True,"I'm not Lisa, my name is Julie",1975.0,4.0
Jessica Andrews,Rosemary,Who I Am,True,I am Rosemary's granddaughter,2001.0,28.0
Jessica Simpson,Jessie,These Boots Are Made For Walkin',True,But Uncle Jessie he sure is gonna be proud,2005.0,14.0
Jessica Simpson,Willie,These Boots Are Made For Walkin',True,Come on Willie,2005.0,14.0
Jessie J Featuring 2 Chainz,Billie Jean,Burnin' Up,True,Light up the floor like it's Billie Jean,2014.0,86.0
"Jessie J, Ariana Grande & Nicki Minaj",Ari,Bang Bang,True,"It's me, Jessie, and Ari",2014.0,3.0
"Jessie J, Ariana Grande & Nicki Minaj",Jessie,Bang Bang,True,"It's me, Jessie, and Ari",2014.0,3.0
"Jessie J, Ariana Grande & Nicki Minaj",Nicki,Bang Bang,True,"It's Nicki full throttle, it's oh, oh",2014.0,3.0
Jesus Jones,Bob,"Right Here, Right Now",True,Bob Dylan didn't have this to sing about you,1991.0,2.0
Jethro Tull,George,A Passion Play (Edit #8),True,On the bony shoulders of a young horse named George,1973.0,80.0
Jethro Tull,Jesus,Hymn 43,True,Oh Jesus save me,1971.0,91.0
Jethro Tull,Charlie,Locomotive Breath,True,Old Charlie stole the handle and,1976.0,62.0
Jewel,Jesus,Down So Long,True,I got a plastic Jesus,1999.0,59.0
Jewel,Charlie,Intuition,True,You learn love from Charlie Sheen,2003.0,20.0
Jewel,Kate,Intuition,True,Kate Moss can't find a job,2003.0,20.0
Jill Sobule,Brad,I Kissed A Girl,True,Jenny came over and told me 'bout Brad,1995.0,67.0
Jill Sobule,Jenny,I Kissed A Girl,True,Jenny came over and told me 'bout Brad,1995.0,67.0
Jill Sobule,Larry,I Kissed A Girl,True,And I opened up and I told her 'bout Larry,1995.0,67.0
Jim Croce,Doris,"Bad, Bad Leroy Brown",True,Sat a girl named Doris,1973.0,1.0
Jim Croce,Leroy,"Bad, Bad Leroy Brown",True,Of a man named Leroy Brown,1973.0,1.0
Jim Croce,Howard,Workin' At The Car Wash Blues,True,Is an undiscovered Howard Hughes,1974.0,32.0
Jim Croce,Jack,You Don't Mess Around With Jim,True,And everybody say Jack don't you know,1972.0,8.0
Jim Croce,Jim,You Don't Mess Around With Jim,True,42nd street got big Jim walker,1972.0,8.0
Jim Croce,Jimmy,You Don't Mess Around With Jim,True,Jimmy come boppin' in off the street,1972.0,8.0
Jim Croce,Willie,You Don't Mess Around With Jim,True,My name Willie McCoy,1972.0,8.0
Jim Jones & Ron Browz Featuring Juelz Santana,Ron,Pop Champagne,True,Tell 'em Ron,2008.0,22.0
Jim Reeves,Bill,Billy Bayou,True,A pretty girl walked through Bill's front gate,1958.0,95.0
Jim Reeves,Billy,Billy Bayou,True,They just called him Billy Bayou,1958.0,95.0
Jim Reeves,Jack,Billy Bayou,True,"No name suited him, Jim, Jack or Joe",1958.0,95.0
Jim Reeves,Jim,Billy Bayou,True,"No name suited him, Jim, Jack or Joe",1958.0,95.0
